url,Average Relevance,Type of Blog,Memo
https://lemire.me/blog/2020/03/31/we-released-simdjson-0-3-the-fastest-json-parser-in-the-world-is-even-better/,4,Personal,Same as above
https://linuxhint.com/rabbitmq-vs-apache-kafka/,4.111111111,Personal,All posts by the sam author.
https://martinfowler.com/articles/break-monolith-into-microservices.html,3.2,Personal,"Name of website is a person's name. Click logo, page uses works ""I"" and ""me""."
https://martinfowler.com/articles/microservices.html,3.166666667,Personal,Same as above
https://michaelhoweely.com/2019/08/27/how-to-make-a-stock-market-dashboard-in-google-data-studio/,3,Personal,"Name of website is a person's name. ""About"" uses the word ""I"" ""my"" and ""me"""
https://michelkraemer.com/actson-reactive-json-parser/,3.666666667,Personal,"Name of website is a person's name. Click logo, page uses works ""I"" and ""me""."
https://microservices.io/patterns/,4,Personal,"Side of page states ""Microservices.io is brought to you by Chris Richardson."". ""about"" page uses the word ""me""."
https://microservices.io/patterns/apigateway.html,3,Personal,Same as above.
https://microservices.io/patterns/communication-style/rpi.html,3,Personal,Same as above.
https://microservices.io/patterns/decomposition/decompose-by-business-capability.html,3.846153846,Personal,Same as above.
https://microservices.io/patterns/microservices.html,4.217391304,Personal,Same as above.
https://mkyong.com/java/fastjson-convert-java-objects-to-from-json/,4,Personal,Title and URL is name of author.
https://myfmw.wordpress.com/2017/05/14/bam-dashboards/,3,Personal,"Side of page uses word ""I"". ""About"" page contains a single person's contact information."
https://neiljbrown.com/2017/08/26/evaluating-message-brokers-amazon-sqs/,2,Personal,"""About me"" in menu"
https://niels.nu/blog/2016/microservice-versioning.html,4,Personal,"""About"" page uses words ""I"" and ""me"""
https://onegoodexample.wordpress.com/2016/07/10/apache-camel-throughput-or-performance-improvement-while-writing-into-files/,4,Personal,"""About"" page uses words ""I"" and ""me"" "
https://phauer.com/2015/restful-api-design-best-practices/,4,Personal,"Title is ""Philipp Hauer's Blog"""
https://piotrminkowski.wordpress.com/category/message-brokers/ ,5,Personal,"""About me"" in menu. "
https://restfulapi.net/,3,Personal,"""About us"" titled ""Who am I ?"" and uses works ""I"" and ""me"""
https://rieckpil.de/whatis-json-processing-json-p/,4,Personal,"""About"" page uses words ""I"" and ""me"""
https://romanmarkunas.com/messaging/2018/09/22/0003-messaging-messaging-system-latencies-1-kafka/,3,Personal,"Side of page uses words ""I"" and ""my"""
https://specify.io/concepts/microservices,2,Personal,One author.
https://thedulinreport.com/2015/09/05/top-ten-differences-between-activemq-and-amazon-sqs/,4,Personal,"Side of page uses terms ""I"" and ""my"". authors surname is title of page."
https://tirsus.com/realime-data-stream-processing-big-data/,2.5,Personal,"German. ""About"" states ""Hi, I'm Ursula Deriu"""
https://tomd.xyz/kubernetes-event-driven-keda/,2,Personal,"""About me"" in menu. Title and URL is person's name."
https://tuhrig.de/jaxb-vs-gson-and-jackson/,2,Personal,"Click on name in corner, URL is surname of author."
https://tutorial-academy.com/json-parser-antlr4-eclipse/,4,Personal,All articles have same author. No about page.
https://www.ben-morris.com/why-is-loose-coupling-between-services-so-important/,3,Personal,"""About me"" uses ""I"". Title and URL is name."
https://www.ben-morris.com/why-rest-is-not-a-silver-bullet-for-soa-and-microservice-integration/,2,Personal,Same as above
https://www.bennadel.com/blog/3504-microservices-patterns-with-examples-in-java-by-chris-richardson.htm,2,Personal,"""About me"" uses ""I"". Title and URL is name."
https://www.dineshonjava.com/application-decomposition-to-microservice/,5,Personal,"""Training"" menu item contains ""Who I am"" page."
https://www.hossambarakat.net/2017/11/11/microservices-coupling-with-synchronous-integration/,3,Personal,Title is a name. Left side of page describes a person's qualifications. 
https://www.java-success.com/jms-versus-amqp-enterprise-integration-patterns-eip-spring-integration-versus-apache-camel/,2.666666667,Personal,"About page uses words ""I"" and ""my"""
https://www.java67.com/2015/02/how-to-parse-json-tofrom-java-object.html,3.75,Personal,All articles have same author.
https://www.javaguides.net/2018/06/restful-api-design-best-practices.html,4,Personal,"Side of page states ""About Me"", uses words ""I"", ""me"" and ""my"""
https://www.javaguides.net/2019/07/best-json-library-for-java.html,3.090909091,Personal,same as above
https://www.javarticles.com/2015/06/apache-camel-transforming-using-simple-expression.html,3,Personal,All articles have same author
https://www.javatpoint.com/apache-kafka-advantages-and-disadvantages,4,Personal,"Bottom on page states ""about me"" and uses words ""I"" and ""my"""
https://www.javatpoint.com/java-json-example,3,Personal,Same as above
https://www.javatpoint.com/microservices,2.5,Personal,Same as above
https://www.javatpoint.com/restful-web-services-architecture-of-web-services,3,Personal,Same as above
https://www.journaldev.com/2315/java-json-example,2,Personal,"""About"" uses words ""I"" and ""me"""
https://www.journaldev.com/2324/jackson-json-java-parser-api-example-tutorial,3.533333333,Personal,Same as above
https://www.kai-waehner.de/blog/2011/06/02/when-to-use-apache-camel/,3,Personal,"Title and url is name of author. ""about me"" in menu."
https://www.kai-waehner.de/blog/2012/01/10/spoilt-for-choice-which-integration-framework-to-use-spring-integration-mule-esb-or-apache-camel/,3,Personal,"Title and url is name of author. ""about me"" in menu."
https://www.kai-waehner.de/blog/2015/10/25/comparison-of-stream-processing-frameworks-and-products/,2.333333333,Personal,"Title and url is name of author. ""about me"" in menu."
https://www.kai-waehner.de/blog/2016/11/15/streaming-analytics-comparison-open-source-frameworks-products-cloud-services/,4,Personal,"Title and url is name of author. ""about me"" in menu."
https://www.kai-waehner.de/blog/2019/03/07/apache-kafka-middleware-mq-etl-esb-comparison/,3.5,Personal,"Title and url is name of author. ""about me"" in menu."
https://www.kai-waehner.de/blog/2019/11/28/apache-kafka-industrial-iot-iiot-build-an-open-scalable-reliable-digital-twin/,3,Personal,"Title and url is name of author. ""about me"" in menu."
https://www.kai-waehner.de/blog/2020/01/01/apache-kafka-edge-computing-industrial-iot-retailing-logistics/,2,Personal,"Title and url is name of author. ""about me"" in menu."
https://www.kai-waehner.de/blog/2020/03/12/can-apache-kafka-replace-database-acid-storage-transactions-sql-nosql-data-lake/,2,Personal,"Title and url is name of author. ""about me"" in menu."
https://www.kai-waehner.de/blog/2020/06/09/apache-kafka-versus-apache-pulsar-event-streaming-comparison-features-myths-explored/,5,Personal,"Title and url is name of author. ""about me"" in menu."
https://www.kai-waehner.de/blog/2020/08/07/apache-kafka-handling-large-messages-and-files-for-image-video-audio-processing/,2,Personal,"Title and url is name of author. ""about me"" in menu."
https://www.kompf.de/java/jaxbjson.html,4,Personal,"Click the link ""Kompf.de"" states ""Martin Kompf's blog about software"""
https://www.marcobehler.com/guides/java-microservices-a-practical-guide,3.4,Personal,"""About"" page uses words ""I"" and ""me"""
https://www.mirkosertic.de/blog/2013/05/comparison-of-jaxb-xml-and-json-serialization-performance/,3.333333333,Personal,"Click on logo, page uses words ""I"" and ""my"""
https://www.morling.dev/blog/plugin-architectures-with-layrry-and-the-java-module-system/,3,Personal,"Title and url is author's name. ""About me"" section."
https://www.ozgurozkok.com/rabbitmq-vs-kafka-vs-activemq-what-are-the-differences/,3.5625,Personal,"Not english. Title, url and author are the same. All articles by same author. "
https://www.predic8.com/activemq-hornetq-rabbitmq-apollo-qpid-comparison.htm,4,Personal,All posts have same author.
https://www.predic8.de/activemq-hornetq-rabbitmq-apollo-qpid-vergleich.htm,4,Personal,Same as above
https://www.predic8.de/apache-artemis-vergleich-kafka-activemq.htm,2.666666667,Personal,Same as above
https://www.predic8.de/camel.htm,3.5,Personal,Same as above
https://www.webforefront.com/performance/scaling101.html,3,Personal,"""About the author"" in menu uses word ""I"""
https://www.zupzup.org/k8s-rabbitmq-cluster/index.html,2,Personal,"""About"" pages uses words ""my"" and ""I"""
https://wp.nyu.edu/qids/2020/06/23/best-stock-api-2020/,4,Personal,I can only find one article on this website. So personal is only option .
https://rtview.com/create-a-real-time-information-portal-in-wordpress/,1.5,IT Service Company,
https://thorben-janssen.com/data-and-communication-patterns-for-microservices-waitlist/,1.333333333,Personal,
https://www.beyondtrust.com/docs/remote-support/how-to/integrations/real-time-dashboard/configure-plugin.htm,1.333333333,IT Service Company,
https://www.globalme.net/blog/data-collection-methods-emerging-technology/,1.333333333,IT Service Company,
https://www.osudio.com/en/blog/microservices-ecommerce-success,1.5,IT Service Company,
https://markets.businessinsider.com/news/stocks/global-middleware-market-2017-2021-1004670326,2,Technology specific community blog,"Googled ""Markets insider"" page states ""A stock market site by Business Insider with real-time data, custom charts and breaking news."""
https://nordicapis.com/microservices-architecture-the-good-the-bad-and-what-you-could-be-doing-better/,2,Technology specific community blog,Same as above
https://searchapparchitecture.techtarget.com/feature/5-core-components-of-microservices-architecture,2,Technology specific community blog,Same as above
https://www.gigaspaces.com/news/a-comparison-of-open-source-real-time-data-streaming-platforms/,2,Technology specific community blog,Multiple authors. All articles relate to data management. 
https://www.ibm.com/blogs/cloud-archive/2015/03/sample-application-using-microservices-bluemix/,2,Technology specific community blog,Multiple authors. Run by a product vendor. All blog posts relate to IBM.
https://www.javacodegeeks.com/2011/09/real-modular-web-applications-why-there.html,2,Technology specific community blog,Multiple authors. Title shows focus on Java. All posts relate to Java.
https://www.javacodegeeks.com/2014/06/microservice-architecture-a-quick-guide.html,2,Technology specific community blog,Multiple authors. Title shows focus on Java. All posts relate to Java.
https://www.javacodegeeks.com/2016/05/components-involved-creating-robust-micro-service-architecture.html,2,Technology specific community blog,Multiple authors. Title shows focus on Java. All posts relate to Java.
https://examples.javacodegeeks.com/enterprise-java/apache-camel/apache-camel-amqp-example/,2.1,Technology specific community blog,Same as above
https://searchapparchitecture.techtarget.com/definition/middleware,2.333333333,Technology specific community blog,All topics relate to app architecture. Multiple authors. 
https://searchapparchitecture.techtarget.com/tip/Follow-these-10-fundamental-microservices-design-principles,2.5,Technology specific community blog,Same as above
https://discover.bot/bot-talk/behind-the-scenes-using-nlp-to-power-chatbot/,3,Technology specific community blog,Same as above
https://datawarehouseinfo.com/etl-vs-elt-transform-first-or-transform-later/,3,Technology specific community blog,"Bottom of page states "" Data Warehouse Information Center is a knowledge hub that ?provides educational resources related to data warehousing.?"
https://project-management.com/dashboard-software/,3,Technology specific community blog,"Multiple authors. All article relate to project management. ""About us"" states ""Project-Management.com is a website dedicated to providing modern tools, latest news, and best practice references for every project professional and business organization."""
https://searchmobilecomputing.techtarget.com/tip/How-middleware-platforms-can-benefit-mobile-apps,3,Technology specific community blog,"All topics relate to mobile computing. ""About us"" page states ""SearchMobileComputing is the leading source of news, analysis and how-to information about enterprise mobility."""
https://www.exceltip.com/stock-performance/stock-market-dashboard-by-pedroufksi.html,3,Technology specific community blog,"""About us"" states ""At Excel Tip, we make it our aim to make you excel in Microsoft Excel by providing you with the help of the best- in- the- field experts."""
https://www.ibm.com/garage/method/practices/code/refactor-to-microservices/,3,Technology specific community blog,Same as above.
https://www.mssqltips.com/sqlservertip/6233/collecting-time-series-data-for-stock-market-with-sql-server/,3,Technology specific community blog,Multiple authors. All articles related to SQL.
https://www.theserverside.com/feature/Can-a-pattern-become-an-anti-pattern-How-to-avoid-the-loose-coupling-mistake,3,Technology specific community blog,"Multiple authors. all topics related to Java. ""About us"" states ""Welcome to TheServerSide.com, the world?s largest online community for enterprise Java architects and developers.  """
https://searchdatamanagement.techtarget.com/feature/A-comparison-of-open-source-real-time-data-streaming-vendors,3.25,Technology specific community blog,"All topics relate to data management. Multiple authors. ""About us"" states ""SearchDataManagement is a knowledge guide for data management professionals and business intelligence leaders. With our offering of news articles, learning guides, expert advice, and customized research"""
https://examples.javacodegeeks.com/design-patterns-for-microservices/,3.333333333,Technology specific community blog,Same as above
https://dataintegrationinfo.com/data-integration-features/,4,Technology specific community blog,"Bottom of page states ""Data Integration Information Hub provides resources ?related to data integration?"
https://discover.bot/bot-talk/,4,Technology specific community blog,Multiple authors. Bottom of page About states ?Discover.bot is an online community for bot creators.?
https://examples.javacodegeeks.com/core-java/xml/bind/jaxb-json-example/,4,Technology specific community blog,"Multiple authors. All articles relate to Java. Bottom of page states ""JCGs (Java Code Geeks) is an independent online community? focused on creating the ultimate Java to Java developers resource center?. "
https://examples.javacodegeeks.com/java-json-parser-example/,4,Technology specific community blog,Same as above
https://engineering.linkedin.com/distributed-systems/log-what-every-software-engineer-should-know-about-real-time-datas-unifying,4,Technology specific community blog,"Multiple authors shows community, all blogs are related to LinkedIn so tech specific."
https://engineering.linkedin.com/kafka/benchmarking-apache-kafka-2-million-writes-second-three-cheap-machines,4,Technology specific community blog,Same as above
https://nordicapis.com/all-you-need-to-know-about-rest-api-design/,4,Technology specific community blog,"""About"" page states ""High impact blog posts and eBooks on API business models, and tech advice"".  Multiple authors. "
https://developer.ibm.com/languages/java/articles/j-javaee8-json-binding-4/,4,Technology specific community blog,"About page states ""IBM Developer is a global community of coders.?"
https://stackabuse.com/reading-and-writing-json-in-java/,4.5,Technology specific community blog,"Mutiple authors. Every article is realted to Java and Python. Offers courses but for free. Has ""write for us"" button."
https://nordicapis.com/the-difference-between-tight-coupling-and-loose-coupling/ ,5,Technology specific community blog,"Multiple authors. Bottom of page ""about"" states ""Nordic APIs is an international community of API practitioners and enthusiasts."""
https://www.ibm.com/cloud/blog/rapidly-developing-applications-part-6-exposing-and-versioning-apis,5,Technology specific community blog,Same as above.
https://www.javacodegeeks.com/2019/07/json-and-xml-how-do-they-compare.html,5,Technology specific community blog,Multiple authors. Title shows focus on Java. All posts relate to Java.
https://www.syslog-ng.com/community/b/blog/posts/kafka-and-syslog-ng,3,Technology Vendor,"All articles realted to ""syslog-ng"". All articles in blog written by same person. syslog-ng is a technology vendor. Has ""products"" in menu."
https://amplitude.com/real-time-analytics,3,Technology Vendor,"menu item ""company"", ""about us"", ""We are the Digital Optimization System."", ""behavioral analytics platform."""
https://auth0.com/blog/creating-your-first-laravel-app-and-adding-authentication/,2,Technology Vendor,Same as above
https://blog.dreamfactory.com/the-importance-of-loose-coupling-in-rest-api-design/,4,Technology Vendor,"Bottom of page, About Us states ""An API framework?."
https://blog.logrocket.com/methods-for-microservice-communication/,3.333333333,Technology Vendor,Same as above
https://blog.logrocket.com/understanding-message-queuing-systems-using-rabbitmq/,5,Technology Vendor,Same as above
https://blog.payara.fish/microservices-for-java-ee-developers2,2,Technology Vendor,"Menu, About Us, Visit About us"
https://blog.quandl.com/api-for-stock-data,2,Technology Vendor,"Right side of page states ?Nasdaq Data Link is a premier source for financial, ?economic and alternative datasets.?"
https://blog.trifork.com/2018/04/13/exposing-asynchronous-communication-through-a-synchronous-rest-api-with-spring-5/,3,Technology Vendor,?About Trifork? states ?Trifork is an international supplier of high-quality? custom-built applications?
https://blog.trigent.com/synchronous-vs-asynchronous-request-handling/,4,Technology Vendor,Googled ?Trident overcoming limits? which states ?global technology services company?
https://blogs.apache.org/flume/entry/flume_ng_architecture,3,Technology Vendor,Click ?foundation? in top menus which states ?The mission of the Apache Software? Foundation (ASF) is to provide software?
https://blogs.sap.com/2016/01/12/adapters-for-sap-hci-integration-with-ms-dynamics-crm-and-rabbitmq/,4,Technology Vendor,?About SAP: Company information? states ?market leader in enterprise application software?
https://blogs.sap.com/2019/11/20/cloud-integration-connecting-to-external-messaging-systems-using-the-amqp-adapter/,3,Technology Vendor,Same as above
https://engineering.bitnami.com/articles/bitnami-rabbitmq-cluster-searching-for-the-maximum-performance.html,2,Technology Vendor,"Click logo, page states ?Bitnami makes it easy to get your favorite open source ?software up and running on any platform?"
https://geekflare.com/best-stock-market-api/,5,Technology Vendor,"""pricing"" page shows it is not just a community blog. ""Hiring"" page states ""Write to teach thousands of people globally, ... get paid."" shows authors need to be specialised."
https://geekflare.com/de/best-stock-market-api/,4.5,Technology Vendor,Same as above
https://geekflare.com/de/open-source-centralized-logging/,5,Technology Vendor,Same as above
https://geekflare.com/open-source-centralized-logging/,2,Technology Vendor,Same as above
https://hevodata.com/blog/best-etl-tools-data-warehouse/,3,Technology Vendor,"Click logo, page states ""Hevo is a no-code and highly intuitive data pipeline."""
https://hevodata.com/learn/best-big-data-etl-tools/,4,Technology Vendor,Same as above
https://hevodata.com/learn/best-elt-tools/,3,Technology Vendor,Same as above
https://insights.mgm-tp.com/en/designing-and-implementing-our-camel-based-mgm-cosmo-router-robust-and-fail-safe-message-routing-with-apache-camel-part-1/,3,Technology Vendor,"404 error but can still view website. About us page mentions technology -, consulting -, security - and integration - partners"
https://mobilemonkey.com/blog/how-to-create-a-chatbot/,3,Technology Vendor,"""Pricing"" in menu. Click on logo, page states ""LEARN MORE ABOUT MOBILEMONKEY PRODUCTS DESIGNED FOR MARKETERS, BUSINESS OWNERS, CREATORS & COACHES"""
https://moz.com/blog/chat-bot,4,Technology Vendor,"Click logo, page states ""Moz Pro: the proven, all-in-one SEO toolset"". multiple authors. "
https://mydatascope.com/blog/en/benefits-of-using-digital-forms-for-data-collection/,2,Technology Vendor,"menu has ""solutions"" and ""pricing"""
https://netbeans.org/community/magazine/html/03/visualwebdev/,2,Technology Vendor,"404 page error. Click on logo, page states ""Development Environment, Tooling Platform and Application Framework."""
https://newrelic.com/solutions/real-time-analytics,2,Technology Vendor,"""platform"" and ""pricing"" in menu"
https://online.visual-paradigm.com/diagrams/templates/enterprise-integration-patterns/sprint-integration-and-apache-camel/,2,Technology Vendor,"""pricing"" and ""explore"" in menu mentions products and Infographic Maker"". "
https://open-telekom-cloud.com/en/products-services/distributed-message-service,2,Technology Vendor,"Title states ""Open Telekom Cloud for Business Customers"""
https://otonomo.io/blog/redis-kafka-or-rabbitmq-which-microservices-message-broker-to-choose/,3.571428571,Technology Vendor,"Click on logo, page states ""Multi-Layered Vehicle Data. Fleet Data. Mobility Intelligence."""
https://pusher.com/tutorials/realtime-analytics-dashboard-express,2.666666667,Technology Vendor,"Click on logo, ""products"" and ""pricing"" in menu."
https://solace.com/blog/eventual-consistency-in-microservices/,3,Technology Vendor,"""Prouducts"" in menu page states ""A complete event streaming and management platform for the real-time enterprise."""
https://spring.io/blog/2011/04/01/routing-topologies-for-performance-and-scalability-with-rabbitmq/,4,Technology Vendor,"""Why spring"" page describes it as "" world's most popular Java framework"""
https://spring.io/blog/2015/07/14/microservices-with-spring,2.8,Technology Vendor,Same as above
https://sqlstream.com/big-data-in-telecoms-means-better-service/,2,Technology Vendor,"Click logo, page states ""A SQL PLATFORM FOR STREAMING ANALYTICS"""
https://stackify.com/best-log-management-tools/,3,Technology Vendor,"""Products"" and ""start free trial"" in menu"
https://stackify.com/top-11-json-performance-usage-tips/,3,Technology Vendor,Same as above
https://stackify.com/what-are-microservices/,3.5,Technology Vendor,Same as above
https://streamnative.io/en/blog/tech/2020-11-09-benchmark-pulsar-kafka-performance,4,Technology Vendor,"""Products"" in menu. Click on logo, page states ""The unified messaging and streaming platform"""
https://streamsets.com/blog/five-ways-to-scale-kafka-with-streamsets/,3,Technology Vendor,"Title is ""StreamSets, a Software AG company,"". Menu contains ""request a demo"" and ""try now""."
https://streamsets.com/blog/straight-customers-benefits-modern-ingestion/,3,Technology Vendor,Same as above
https://wso2.com/whitepapers/microservices-in-practice-key-architectural-concepts-of-an-msa/,5,Technology Vendor,"""Products"" menu at bottom of page contains ""API manager"", ""cloud"", ""strategic consulting""."
https://www.alibabacloud.com/blog/alibaba-cloud-realtime-compute-for-apache-flink-provides-solutions-for-the-financial-industry_596848,2,Technology Vendor,"""Product"" in menu. Home page states ""Explore endless possibilities using products designed for complex and dynamic environments."""
https://www.alibabacloud.com/blog/how-to-synchronize-data-from-message-queue-for-apache-kafka-to-maxcompute_596166,3,Technology Vendor,Same as above
https://www.astera.com/type/blog/etl-tools-and-what-is-etl/,3.75,Technology Vendor,"Has ""products"" and ""services"" in menu bar"
https://www.astera.com/type/blog/rest-api-definition/,4,Technology Vendor,Same as above
https://www.atlassian.com/continuous-delivery/microservices/building-microservices,3,Technology Vendor,"Has ""products"" in menu bar. Click on logo, page states ""We make tools like Jira and Trello that are used by thousands of teams worldwide. """
https://www.atomikos.com/Blog/ReviewUnderstandingMessageBrokersKafkaVersusActiveMQ,4,Technology Vendor,"Has ""products"" in menu bar"
https://www.cdata.com/kb/tech/dynamicscrm-jdbc-apache-camel.rst,3.5,Technology Vendor,"Click on logo, page states ""The world's leading data connectivity platform"""
https://www.cloudkarafka.com/blog/2020-02-02-which-service-rabbitmq-vs-apache-kafka.html,5,Technology Vendor,"Click on logo, title states ""Affordable and straightforward, fully managed clusters available on AWS and Google Cloud."""
https://www.dimelo.com/en/blog/integration-agents-chatbots-botmind/,2,Technology Vendor,"Click on logo, page states ""Simpler communications. Call, meet, and message all in one app."". ""products"" in menu."
https://www.dynatrace.com/news/blog/performance-vs-scalability/,2,Technology Vendor,"Click on logo, page states ""Simplify cloud complexity with Software Intelligence ? observability, automation, AI, and cloud-native application security in one platform."""
https://www.flexera.com/blog/elo/maximizing-middleware-for-ultimate-predictive-analytics/,2,Technology Vendor,"""About"" states ""Flexera delivers SaaS-based IT management solutions"" and ""request demo"" button."
https://www.globenewswire.com/news-release/2020/11/10/2123587/0/en/Global-Big-Data-in-Telecom-Analytics-Market-Report-2020-Over-22-of-Carrier-App-Value-Will-be-Enabled-via-Big-Data-by-2025.html,2,Technology Vendor,"""About"" page states ""GlobeNewswire is one of the world's largest newswire distribution networks"""
https://www.graylog.org/post/log-analysis-and-the-challenge-of-processing-big-data,2,Technology Vendor,"""products"" and ""pricing"" in menu"
https://www.kelltontech.com/kellton-tech-blog/how-integrate-rabbitmq-webmethods,4,Technology Vendor,"Menu mentions ""services, technologies, platforms and products"". ""Kellton4Media ? a unique framework for a unique industry"""
https://www.kmslh.com/5-reasons-chatbots-need-a-strong-knowledge-base/,4,Technology Vendor,"Bottom of page has ""Products"" section."
https://www.lambdatest.com/blog/design-patterns-for-micro-service-architecture/,3.666666667,Technology Vendor,"""pricing"" in menu. Click on logo, page states ""Powerful Cloud Testing Platform"""
https://www.leanix.net/en/blog/developing-microservices-with-java,3,Technology Vendor,"""products"" in menu"
https://www.leanix.net/en/blog/internet-of-things-middleware,2,Technology Vendor,Same as above
https://www.loggly.com/blog/loggly-loves-apache-kafka-use-unbreakable-messaging-better-log-management/,4,Technology Vendor,"Menu mentions ""Product"" and ""Pricing"""
https://www.mirantis.com/blog/best-practices-rabbitmq-openstack/,2,Technology Vendor,"""products"" in menu."
https://www.mydbsync.com/blogs/eai-or-etl-when-you-should-choose-one-over-the-other/,2,Technology Vendor,"Multiple authors. Click on ""home page"" states ""We provide a Platform for Data Integration, Replication, Backup and Restore. start free trial"""
https://www.netapp.com/artificial-intelligence/big-data-analytics/what-is-big-data/,2,Technology Vendor,"""products"" in menu"
https://www.nginx.com/blog/microservices-at-netflix-architectural-best-practices/,2,Technology Vendor,"""products"" and ""start free trial"" in menu"
https://www.nuwavesolutions.com/dynamically-parsing-json-to-arbitrary-java-classes-using-the-jackson-json-library/,3,Technology Vendor,"404 page error. ""Products"" in menu"
https://www.overops.com/blog/the-ultimate-json-library-json-simple-vs-gson-vs-jackson-vs-json/,3.964285714,Technology Vendor,"""products"" and ""pricing"" in menu"
https://www.precisely.com/blog/big-data/4-benefits-of-using-apache-kafka-in-lieu-of-amqp-or-jms,3.333333333,Technology Vendor,"""products"" in menu"
https://www.pulumi.com/blog/rabbitmq-azure/,2,Technology Vendor,"""product"" and ""pricing"" in menu"
https://www.punchout2go.com/blog-posts/fast-and-scalable-b2b-automation-managed-integration-layer/,4,Technology Vendor,"""About"" page states ""PunchOut2Go? delivers the most robust and flexible Punchout Catalogs Solutions for suppliers."""
https://www.purchasecontrol.com/blog/application-integration/,2,Technology Vendor,"""book a live demo"" button. ""product"" in menu. "
https://www.rabbitmq.com/blog/2012/04/25/rabbitmq-performance-measurements-part-2/,4,Technology Vendor,"Click on logo, page states ""RabbitMQ is the most widely deployed open source message broker."""
https://www.rabbitmq.com/blog/2012/05/11/some-queuing-theory-throughput-latency-and-bandwidth/,2,Technology Vendor,Same as above
https://www.rabbitmq.com/blog/2020/08/10/deploying-rabbitmq-to-kubernetes-whats-involved/,3,Technology Vendor,Same as above
https://www.rabbitmq.com/blog/category/performance-2/,3,Technology Vendor,Same as above
https://www.redhat.com/de/topics/middleware/what-is-middleware,2,Technology Vendor,"Menu has ""Products"", mentioning a ""Open hybrid cloud"" and ""cloud services""."
https://www.redhat.com/en/blog/insights-about-tuning-apache-camel-application-deployed-spring-boot,4,Technology Vendor,Same as above
https://www.redhat.com/en/blog/intro-scalability,2,Technology Vendor,Same as above
https://www.snowflake.com/blog/designing-modern-big-data-streaming-architectures-at-scale-part-one/?lang=de,2,Technology Vendor,"""about"" page states ""Snowflake's founders built a data platform"""
https://www.stitchdata.com/vs/informatica/streamsets/,2.5,Technology Vendor,"""product"" and ""pricing"" in menu"
https://www.synopsys.com/blogs/software-security/json-license-limitations/,2,Technology Vendor,"""products"" in menu. "
https://www.talend.com/blog/2018/05/08/introducing-talend-data-streams-self-service-streaming-data-integration-for-everyone/,3,Technology Vendor,"""products"" in menu"
https://www.torocloud.com/blog/jms-vs-kafka,3.5,Technology Vendor,"""Products"" and ""Pricing"" in menu."
https://www.ultimate.ai/blog/ai-automation/how-nlp-text-based-chatbots-work,4,Technology Vendor,"Click on logo, page states ""Automate your customer service with the most powerful virtual agent platform."""
https://www.upsolver.com/blog/popular-stream-processing-frameworks-compared,4.5,Technology Vendor,"About page states ""build and affordably run advanced cloud analytics workloads"". Has ""Products"" in menu."
https://www.upsolver.com/blog/streaming-data-architecture-key-components,3,Technology Vendor,Same as above
https://www.xspdf.com/resolution/55028460.html,3,Technology Vendor,"40 error. Click on logo, ""product"" in menu and page has ""purchase"" button."
https://zapier.com/learn/apis/chapter-6-api-design/,4,Technology Vendor,"About page states ""Zapier empowers you to automate your work across 4,000+ apps?so you can move forward, faster."""
https://marutitech.com/microservices-best-practices/,2,Technology Vendor,"Menu products lists ""bot development"".  Writing on page stating ""Looking for a FREE consultation? Let's connect. """
https://blog.logrocket.com/forget-express-js-opt-for-these-alternatives-instead/,3,Technology Vendor: analytics,"Click on logo, page states ""Modern Frontend Monitoring and Product Analytics?"
https://blogs.sas.com/content/sasdach/2016/05/25/was-ist-ein-message-broker/,2,Technology Vendor: analytics,?About SAS? states ?SAS is the leader in analytics.?
https://www.adverity.com/etl-data-integration-analytics-quality/,2,Technology Vendor: analytics,"Click on logo, page states ""Make insights-driven decisions faster and easier with the intelligent data and analytics platform for marketing, sales, and eCommerce teams."""
https://oxylabs.io/blog/stock-market-data-how-to-scrape-it,2,Technology Vendor: API,"""pricing"" and ""apis"" in menu"
https://rapidapi.com/blog/best-stock-api/,4,Technology Vendor: API,"Click on logo, page states ""RapidAPI is the world?s largest API Hub "". Multiple authors. "
https://stoplight.io/blog/api-design-patterns-for-rest-web-services/,4,Technology Vendor: API,"404 error. ""About us"" page states ""Stoplight is a collaborative API design platform"""
https://www.moesif.com/blog/api-guide/api-design-guidelines/,4,Technology Vendor: API,"Click on logo, page states ""Powerful API analytics and tools to help you activate, understand, and monetize customers"""
https://www.scraping-bot.io/top-6-best-scraping-tools-to-collect-data-from-a-webpage/,3,Technology Vendor: API,"Bottom of page states ""Best web scraping APIs to extract HTML content without getting blocked."""
https://auth0.com/blog/beating-json-performance-with-protobuf/,3,Technology Vendor: authentication,"Bottom of page, About us states ?extensible and easy-to-integrate platform? and ??identity management?. Googled ?What is Auth0 used for? Auth0 is a flexible, drop-in solution˜to add authentication and authorization services to your applications.?"
https://developer.okta.com/blog/2019/05/22/java-microservices-spring-boot-spring-cloud,2,Technology Vendor: authentication,"About Okta, menu, company, about us, ?simple and secure access to people and ?organizations ? protect the identities of our customers? workforce and users? "
https://developer.okta.com/blog/2019/11/19/java-kafka,5,Technology Vendor: authentication,Same as above
https://developer.okta.com/blog/2020/07/27/spring-boot-using-java-modules,3,Technology Vendor: authentication,Same as above
